year,preset_demand
2.01000000000000E+03,4.62804685200000E+06
2.01100000000000E+03,4.63483746600000E+06
2.01200000000000E+03,4.64162808000000E+06
2.01300000000000E+03,4.64913107600000E+06
2.01400000000000E+03,4.65663407200000E+06
2.01500000000000E+03,4.66413706800000E+06
2.01600000000000E+03,4.56094082160000E+06
2.01700000000000E+03,4.45774457520000E+06
2.01800000000000E+03,4.35454832880000E+06
2.01900000000000E+03,4.25135208240000E+06
2.02000000000000E+03,4.14815583600000E+06
2.02100000000000E+03,4.10674838400000E+06
2.02200000000000E+03,4.06534093200000E+06
2.02300000000000E+03,4.02393348000000E+06
2.02400000000000E+03,3.98252602800000E+06
2.02500000000000E+03,3.94111857600000E+06
2.02600000000000E+03,3.94060778640000E+06
2.02700000000000E+03,3.94009699680000E+06
2.02800000000000E+03,3.93958620720000E+06
2.02900000000000E+03,3.93907541760000E+06
2.03000000000000E+03,3.93856462800000E+06
2.03100000000000E+03,3.93433596000000E+06
2.03200000000000E+03,3.93010729200000E+06
2.03300000000000E+03,3.92587862400000E+06
2.03400000000000E+03,3.92164995600000E+06
2.03500000000000E+03,3.91742128800000E+06
2.03600000000000E+03,3.89714042880000E+06
2.03700000000000E+03,3.87685956960000E+06
2.03800000000000E+03,3.85657871040000E+06
2.03900000000000E+03,3.83629785120000E+06
2.04000000000000E+03,3.81601699200000E+06
2.04100000000000E+03,3.82439059200000E+06
2.04200000000000E+03,3.83276419200000E+06
2.04300000000000E+03,3.84113779200000E+06
2.04400000000000E+03,3.84951139200000E+06
2.04500000000000E+03,3.85788499200000E+06
2.04600000000000E+03,3.82203761040000E+06
2.04700000000000E+03,3.78619022880000E+06
2.04800000000000E+03,3.75034284720000E+06
2.04900000000000E+03,3.71449546560000E+06
2.05000000000000E+03,3.67864808400000E+06
