year,preset_demand
2.01000000000000E+03,2.62633191885360E+06
2.01100000000000E+03,2.60834147706384E+06
2.01200000000000E+03,2.59035103527408E+06
2.01300000000000E+03,2.57236059348432E+06
2.01400000000000E+03,2.55437015169456E+06
2.01500000000000E+03,2.53637970990480E+06
2.01600000000000E+03,2.43710076086352E+06
2.01700000000000E+03,2.33782181182224E+06
2.01800000000000E+03,2.23854286278096E+06
2.01900000000000E+03,2.13926391373968E+06
2.02000000000000E+03,2.03998496469840E+06
2.02100000000000E+03,2.02774822276032E+06
2.02200000000000E+03,2.01551148082224E+06
2.02300000000000E+03,2.00327473888416E+06
2.02400000000000E+03,1.99103799694608E+06
2.02500000000000E+03,1.97880125500800E+06
2.02600000000000E+03,1.99533301232832E+06
2.02700000000000E+03,2.01186476964864E+06
2.02800000000000E+03,2.02839652696896E+06
2.02900000000000E+03,2.04492828428928E+06
2.03000000000000E+03,2.06146004160960E+06
2.03100000000000E+03,2.02122097811424E+06
2.03200000000000E+03,1.98098191461888E+06
2.03300000000000E+03,1.94074285112352E+06
2.03400000000000E+03,1.90050378762816E+06
2.03500000000000E+03,1.86026472413280E+06
2.03600000000000E+03,1.76647425958512E+06
2.03700000000000E+03,1.67268379503744E+06
2.03800000000000E+03,1.57889333048976E+06
2.03900000000000E+03,1.48510286594208E+06
2.04000000000000E+03,1.39131240139440E+06
2.04100000000000E+03,1.38748887998208E+06
2.04200000000000E+03,1.38366535856976E+06
2.04300000000000E+03,1.37984183715744E+06
2.04400000000000E+03,1.37601831574512E+06
2.04500000000000E+03,1.37219479433280E+06
2.04600000000000E+03,1.36658106925344E+06
2.04700000000000E+03,1.36096734417408E+06
2.04800000000000E+03,1.35535361909472E+06
2.04900000000000E+03,1.34973989401536E+06
2.05000000000000E+03,1.34412616893600E+06
