year,preset_demand
2.01000000000000E+03,4.08439087200000E+06
2.01100000000000E+03,3.93235141680000E+06
2.01200000000000E+03,3.78031196160000E+06
2.01300000000000E+03,3.62827250640000E+06
2.01400000000000E+03,3.47623305120000E+06
2.01500000000000E+03,3.32419359600000E+06
2.01600000000000E+03,3.09032732160000E+06
2.01700000000000E+03,2.85646104720000E+06
2.01800000000000E+03,2.62259477280000E+06
2.01900000000000E+03,2.38872849840000E+06
2.02000000000000E+03,2.15486222400000E+06
2.02100000000000E+03,2.07347083200000E+06
2.02200000000000E+03,1.99207944000000E+06
2.02300000000000E+03,1.91068804800000E+06
2.02400000000000E+03,1.82929665600000E+06
2.02500000000000E+03,1.74790526400000E+06
2.02600000000000E+03,1.67218279920000E+06
2.02700000000000E+03,1.59646033440000E+06
2.02800000000000E+03,1.52073786960000E+06
2.02900000000000E+03,1.44501540480000E+06
2.03000000000000E+03,1.36929294000000E+06
2.03100000000000E+03,1.30556984400000E+06
2.03200000000000E+03,1.24184674800000E+06
2.03300000000000E+03,1.17812365200000E+06
2.03400000000000E+03,1.11440055600000E+06
2.03500000000000E+03,1.05067746000000E+06
2.03600000000000E+03,1.00449705600000E+06
2.03700000000000E+03,9.58316652000000E+05
2.03800000000000E+03,9.12136248000000E+05
2.03900000000000E+03,8.65955844000000E+05
2.04000000000000E+03,8.19775440000000E+05
2.04100000000000E+03,7.68981182400000E+05
2.04200000000000E+03,7.18186924800000E+05
2.04300000000000E+03,6.67392667200000E+05
2.04400000000000E+03,6.16598409600000E+05
2.04500000000000E+03,5.65804152000000E+05
2.04600000000000E+03,5.24974478400000E+05
2.04700000000000E+03,4.84144804800000E+05
2.04800000000000E+03,4.43315131200000E+05
2.04900000000000E+03,4.02485457600000E+05
2.05000000000000E+03,3.61655784000000E+05
